fecha,prod_id,precio_promedio,modelo_actual,ventas,nuevo_modelo,perdida_nueva_inventario,perdida_antigua_inventario
2019-11-01,97,5849.042577699636,1228.4850279549014,312.0,291.2315137500864,0,916.4850279549014
,673,4880.488298247391,651.6792519246012,511.0,540.7971499189024,29.79714991890239,140.6792519246012
,782,5614.256031352507,2139.400640076672,2156.0,1597.196172900888,0,0
,953,8275.487244686235,750.509130038547,400.0,492.6935620410476,92.69356204104758,350.509130038547
2015-07-01,906,6093.396845698126,458.7642004724247,677.0,336.73137555472135,0,0
2021-09-01,604,4723.875364435771,1300.237678848528,1252.0,1472.9914021107272,220.99140211072722,48.23767884852805
2020-05-01,80,10108.10203611128,1036.2902065393705,459.0,647.9319327850097,188.93193278500974,577.2902065393705
2022-04-01,167,2410.0262301530174,1240.4063185578964,1618.0,1447.677957120875,0,0
,693,3856.891085713161,975.642267978778,866.0,1223.2649179991631,357.2649179991631,109.64226797877802
2017-03-01,231,1821.070865132579,845.5631504897132,520.0,529.6182178979682,9.61821789796818,325.56315048971317
2020-01-01,169,10763.258913055495,1480.6193989116032,2043.0,1342.795045453231,0,0
,733,6840.026196342993,186.24868050441677,84.0,184.67980467643906,100.67980467643906,102.24868050441677
,860,4988.328709048899,1094.3583297439504,852.0,2221.7687345885515,1369.7687345885515,242.35832974395043
2018-03-01,97,5007.597205884558,333.5137241307924,449.0,345.43727045591754,0,0
2018-03-01,139,5502.659365304216,383.5527205536862,239.0,235.72892050585494,0,144.55272055368619
2017-10-01,150,13503.110094651334,600.2694429184687,479.0,403.3123708556716,0,121.26944291846871
,887,3247.1477252436066,1436.4058871187267,457.0,462.72557970794605,5.7255797079460535,979.4058871187267
2023-03-01,619,7448.408638933233,1428.1994692681676,1631.0,1611.491533812552,0,0
2016-01-01,195,3088.768840273397,1640.308827839196,2195.0,1960.4813045920264,0,0
2015-07-01,64,7549.057135739319,1268.1965598851327,949.0,555.1528288090976,0,319.19655988513273
2023-10-01,786,10563.471969400194,1423.596082637773,1388.0,905.0473692665262,0,35.59608263777295
2014-06-01,21,1081.1415891166491,1597.1951310199483,300.0,283.36001755189136,0,1297.1951310199483
2022-07-01,30,1760.9066612040886,1141.963526926743,882.0,978.9972109445852,96.99721094458516,259.96352692674304
2020-01-01,179,3039.8825879478363,933.3063266170444,1729.0,1958.4807583041074,229.48075830410744,0
2018-01-01,26,2293.3283162069465,1330.169231422468,3101.0,2227.488889552501,0,0
2021-01-01,104,8237.962153163831,761.8064411686659,633.0,700.8207469595973,67.82074695959727,128.80644116866586
2013-12-01,588,2936.493320742516,1068.9502603658354,1824.0,1567.4091445033766,0,0
,661,8508.631022452319,1005.2350117921834,1632.0,1496.7566856516378,0,0
,932,6579.581363431127,1258.3788309340398,749.0,676.4120716476988,0,509.3788309340398
2022-02-01,355,8889.921929009726,732.6411045095246,645.0,691.6725202158466,46.67252021584659,87.64110450952455
2016-07-01,518,4229.532786296224,957.9615975381648,521.0,712.4922758051962,191.4922758051962,436.9615975381648
,809,1800.5396537618808,1393.2246012557,1252.0,1531.0072444603843,279.0072444603843,141.2246012557
2023-01-01,307,3018.6994285094765,1382.42520795684,2744.0,2115.9911062393744,0,0
2017-07-01,301,757.5475485320387,700.7111906643444,960.0,726.9484846596075,0,0
,827,4150.189870914397,814.7574584506922,824.0,712.472169812353,0,0
,723,3429.5981634037325,1333.1533926485577,935.0,1109.9475423337092,174.94754233370918,398.15339264855766
2020-06-01,130,8769.438419048087,515.6467299615105,410.0,579.5413981281533,169.54139812815333,105.64672996151046
,822,5205.272005823734,973.813835059303,2018.0,2253.8377931737887,235.83779317378867,0
,651,2713.897998280112,1797.466695903834,1203.0,1545.071386454349,342.07138645434907,594.4666959038341
2016-05-01,39,1306.6049208719871,1426.6125722817974,2052.0,1569.8721286266948,0,0
,801,2454.5623926670987,1888.495438547494,2260.0,1931.6493108545783,0,0
,648,5732.3053585645175,678.7261238930123,589.0,609.0067306401697,20.006730640169735,89.7261238930123
,960,5431.980262661795,1032.1143144054872,677.0,899.1864723526726,222.18647235267258,355.1143144054872
2020-08-01,433,9439.586705679789,539.7427260223615,656.0,592.9520953547071,0,0
2022-08-01,376,4165.052156186797,1382.20860829898,1249.0,1181.484664870559,0,133.20860829897993
,804,8836.774082503636,1561.2561417020272,750.0,1081.8695233278881,331.86952332788815,811.2561417020272
2022-10-01,109,2908.1294484226314,800.2054320904866,1434.0,722.8167031302867,0,0
2016-08-01,635,6643.762819632533,908.1900946759298,895.0,1022.3959964970838,127.39599649708384,13.1900946759298
2023-03-01,419,5020.7106978950615,943.2797567369074,741.0,731.1807961531449,0,202.27975673690742
2019-06-01,470,2410.934582673066,760.0873974468542,816.0,994.4788254340102,178.47882543401022,0
2015-09-01,212,3827.6420971779007,179.4391541525952,123.0,184.65969868359764,61.65969868359764,56.439154152595194
2020-03-01,566,9061.622679451482,373.6630399350751,391.0,563.446550857004,172.446550857004,0
2021-10-01,482,6177.396768627246,616.376997577992,800.0,821.7783999055468,21.77839990554685,0
,692,8186.825838068928,806.4100568504856,689.0,794.1628187351245,105.16281873512446,117.4100568504856
2016-12-01,118,6189.46907938279,954.0749421541656,723.0,1313.8625217515655,590.8625217515655,231.07494215416557
,908,1615.757010104997,1617.7067084509265,1472.0,1902.0834483783444,430.0834483783444,145.7067084509265
2015-09-01,348,6345.402165969068,2277.236380984934,2075.0,1635.8599971387634,0,202.23638098493393
2012-05-01,595,6313.612371027259,499.79486659637166,137.0,484.6008999215752,347.6008999215752,362.79486659637166
2023-07-01,47,2935.5305563687903,1171.313352179077,838.0,1003.2852502994234,165.2852502994234,333.3133521790769
2020-06-01,614,1910.994723661268,517.9706060014145,651.0,630.9624748251722,0,0
2020-05-01,491,7050.2846567626,1850.972194522792,1128.0,1012.151993143367,0,722.972194522792
2015-09-01,333,4217.29317008014,935.327583723638,1217.0,1158.9659528859409,0,0
,999,6935.845381150923,749.362464088657,1110.0,1300.3412415643725,190.34124156437247,0
2021-10-01,258,7992.506840225154,977.05534544916,898.0,841.5124318813532,0,79.05534544915997
,898,2236.689579421901,1373.9088420469411,1384.0,1048.362886254347,0,0
2018-05-01,219,6153.254789038991,1532.2290660407211,1680.0,1598.3020025072756,0,0
2023-08-01,125,7523.996648256779,1517.7538298148104,560.0,745.4359450791222,185.43594507912223,957.7538298148104
2021-11-01,107,1706.4372283885832,1527.249746416466,819.0,824.5932389036245,5.593238903624524,708.249746416466
2020-04-01,137,7657.615038153897,1443.243892934467,1921.0,1760.667947714226,0,0
2022-10-01,34,12111.594329872332,983.2030634315414,1017.0,763.7424515630463,0,0
2021-09-01,603,10037.082965336966,1004.01230487607,627.0,670.5511747338447,43.55117473384473,377.01230487606995
,921,5945.551516364454,820.0804724211157,841.0,375.62641871029734,0,0
,695,1002.7152175067608,383.8392755555679,1014.0,1766.8002755314656,752.8002755314656,0
2014-05-01,371,8434.635495709386,1484.504361850656,1983.0,1948.0759070076451,0,0
2021-02-01,537,4310.348172199962,1289.228953309183,1007.0,1663.0131404737872,656.0131404737872,282.228953309183
2020-10-01,318,4716.410345146962,1414.0522982939628,1354.0,1107.5348231925002,0,60.05229829396285
,880,6153.785264717723,726.7768162028146,1103.0,1160.825757223956,57.82575722395609,0
,665,3101.8560357931847,1484.837321242176,1578.0,2053.0492956430826,475.0492956430826,0
2019-04-01,17,2546.6760209215054,1020.1653955187156,487.0,543.8231018418369,56.82310184183689,533.1653955187156
2022-06-01,282,5229.106528449736,699.4362156281917,1408.0,945.5609448459957,0,0
,899,11009.788194432862,1261.374934180717,881.0,783.2653706139968,0,380.374934180717
2019-12-01,127,11272.718917539847,619.6694968260115,454.0,459.4784618637351,5.478461863735106,165.66949682601148
,761,788.1705762337854,1321.3992780916185,1342.0,1664.581407915573,322.581407915573,0
2020-08-01,346,1747.7201683618073,676.7691661319603,722.0,675.9395808158781,0,0
2020-05-01,477,8709.589106668831,506.34820160540585,145.0,465.43988874180616,320.43988874180616,361.34820160540585
2016-06-01,134,6834.028610491385,340.46738034352296,261.0,557.314223039764,296.314223039764,79.46738034352296
,739,6104.415252848579,1070.094708078536,1037.0,1454.6547366375382,417.65473663753824,33.09470807853609
2020-02-01,155,4444.032355943327,3069.945787890858,2947.0,2516.4622716944004,0,122.9457878908579
2023-09-01,397,3005.3163211335022,875.7642793039971,1267.0,1167.8326957298843,0,0
,829,1263.646787632627,1370.7193209362986,1909.0,1116.1401881294792,0,0
2021-05-01,155,5117.266209623604,1139.724839344542,920.0,886.2784249472033,0,219.72483934454203
2014-09-01,25,9872.432784275365,1213.4961593702226,657.0,772.7197773676286,115.71977736762858,556.4961593702226
2021-07-01,288,3950.610778792268,1580.8756577729469,704.0,1118.9952391132433,414.9952391132433,876.8756577729469
,864,2568.405193118676,1562.9255015898243,1598.0,1072.0276398310396,0,0
,658,2070.810697299347,166.30261841600503,143.0,100.72723155878464,0,23.302618416005032
2020-04-01,590,5040.506615849766,1402.6782783172905,940.0,889.7165497234267,0,462.6782783172905
2012-12-01,500,2181.1910020991154,1574.8289879323056,3078.0,1973.3189810225429,0,0
2019-12-01,10,5644.840113637038,406.6468772838292,21.0,265.0635640643908,244.0635640643908,385.6468772838292
,964,9768.209922068623,1694.630376099409,1766.0,1703.6875639960033,0,0
,697,8399.956489884516,820.9266498063399,1365.0,1123.3180275745763,0,0
2020-06-01,15,4497.348153424355,450.212776277377,411.0,267.67734313403264,0,39.212776277376975
2023-04-01,202,10481.831211606925,996.3669339240336,772.0,721.8717214666466,0,224.36693392403356
2022-11-01,631,926.713217059324,790.361592094953,800.0,903.1775119320889,103.17751193208892,0
2019-09-01,347,10197.283764596976,658.072345770472,147.0,320.3550443837654,173.3550443837654,511.072345770472
2015-04-01,330,7613.978844106312,1237.656018928619,774.0,867.1274667638563,93.12746676385632,463.656018928619
2018-04-01,505,4972.54063249142,362.8352505050975,306.0,295.3834012722517,0,56.83525050509752
2013-11-01,0,4458.653639954034,876.505286339515,1032.0,1008.9450872848431,0,0
2021-02-01,194,2591.8808594998463,1409.8058855689474,1617.0,2639.933173745774,1022.9331737457742,0
,669,2061.1291900629526,641.1003172666741,589.0,590.4891112313896,1.4891112313896429,52.1003172666741
,861,6574.098380523129,1760.2018388464228,1605.0,1239.3597652703127,0,155.2018388464228
2020-11-01,607,12093.62644013982,771.4624083580466,1254.0,1207.0092227852672,0,0
2016-10-01,191,1838.035974927424,857.8997243302848,619.0,619.0295680726097,0.02956807260966343,238.8997243302848
,721,1343.0158148045864,1156.7531873072976,1404.0,1257.445105832959,0,0
2019-08-01,3,11578.760599830304,1005.8253405138694,1209.0,1167.9332256941013,0,0
2023-04-01,47,2313.867454593107,2340.162156883662,1364.0,1088.9468328087682,0,976.1621568836622
2019-10-01,604,5387.603242235136,1380.0102559098543,1239.0,1250.9508701445377,11.950870144537703,141.01025590985432
2019-12-01,86,6191.750986973188,721.2322534752811,1407.0,1370.6518985377745,0,0
,890,7630.91115929361,1637.6730942494364,911.0,648.3139466490339,0,726.6730942494364
,823,6935.000361067142,1142.716864710868,626.0,979.4998607656703,353.4998607656703,516.7168647108681
2021-02-01,558,6121.160379501051,717.2332362464966,756.0,907.9526852323987,151.95268523239872,0
2019-06-01,586,4323.514456351217,1327.0377534072902,1827.0,2022.0961196606538,195.0961196606538,0
2022-08-01,374,9800.307182101897,441.7284869248663,484.0,541.5712306433747,57.57123064337475,0
,810,6546.407588036523,1104.9549470347015,1144.0,1575.5721775978009,431.5721775978009,0
,669,1166.2683449193178,865.7810337830367,1548.0,825.0958887247095,0,0
2017-10-01,275,4259.012933234235,917.1339352190636,1530.0,1611.260314894853,81.26031489485308,0
2020-08-01,539,1150.3309554034124,1053.6372367301285,1118.0,1026.3568770872355,0,0
,803,8490.09993721068,503.5753969104497,191.0,365.91522416693033,174.91522416693033,312.5753969104497
,741,7355.586967995197,1214.5810750007831,1958.0,1953.424101103989,0,0
,966,8455.921240418065,961.9272234876944,973.0,1525.9003222781582,552.9003222781582,0
2021-03-01,659,5114.84353393184,1634.3714683893431,373.0,270.82393101402624,0,1261.3714683893431
,926,3413.7793281459,238.6515573126985,225.0,189.30418303042438,0,13.651557312698486
2016-02-01,389,4991.913214786512,2868.6240598994823,2807.0,1369.1439490745188,0,61.62405989948229
2019-09-01,198,5084.324034602378,880.9730264144729,833.0,841.8341277668474,8.83412776684736,47.97302641447288
2016-01-01,239,8969.838327995445,1820.4376126484603,3006.0,1286.4982654916853,0,0
2020-09-01,489,4254.310084618815,1202.0799337264275,482.0,479.04159290037194,0,720.0799337264275
,691,3502.5153422934795,873.8201356254801,1179.0,1192.0604171061923,13.06041710619229,0
,677,5470.226584926897,1784.793954485065,1586.0,1424.0433625334479,0,198.7939544850649
2013-12-01,653,9395.637292851903,556.1203819069225,1551.0,1110.1787612514086,0,0
,705,5154.660100263283,524.8611627515821,519.0,496.3126407528607,0,5.861162751582128
2016-12-01,237,6434.064088128894,1328.5628945355993,1208.0,1252.4889785970586,44.488978597058576,120.5628945355993
,927,7866.972580176047,1111.298567143104,842.0,1041.2855767734668,199.2855767734668,269.29856714310404
2013-01-01,719,2898.774658656628,2048.1289314089786,2461.0,2171.0513676410505,0,0
2014-06-01,534,8732.584850361567,2758.2041147046657,696.0,724.4855005362892,28.485500536289237,2062.2041147046657
2023-06-01,600,4243.917287823248,2520.232049217403,2874.0,2482.3725608284003,0,0
2021-05-01,231,1641.477718795128,847.6992319097836,1126.0,1092.6865474776423,0,0
2022-04-01,523,3711.934663276377,1953.790855867137,3338.0,2868.749425300192,0,0
2013-07-01,275,6552.9739681627525,1303.118963237671,974.0,953.2313811157564,0,329.1189632376711
2020-06-01,632,4312.188249266334,1126.9920986996583,759.0,779.193907063206,20.193907063205984,367.9920986996583
,935,6714.289288642902,754.0945894316011,828.0,901.6494564759898,73.64945647598984,0
2013-05-01,29,2656.0277657218144,597.5465487726673,322.0,366.00570113472554,44.00570113472554,275.5465487726673
,662,4618.624783918272,310.8705624651635,288.0,291.21140775724496,3.211407757244956,22.870562465163516
2016-12-01,603,10528.561962212696,1038.4588280017488,1775.0,1619.44345398212,0,0
2021-04-01,234,10888.661421209845,850.603995120969,579.0,480.49927738151916,0,271.603995120969
2019-03-01,196,4910.4055308585175,1106.130717837368,1369.0,1669.1756272802927,300.1756272802927,0
2015-01-01,355,11599.588643210504,594.2545535382314,388.0,458.56363918935995,70.56363918935995,206.25455353823145
2020-08-01,174,8340.63444479923,709.4876499894086,675.0,710.5621004922291,35.56210049222909,34.487649989408624
,795,11249.467052216123,1505.1554636623043,1112.0,1098.3966494451706,0,393.1554636623043
2020-03-01,7,6533.111216778276,1006.0187885354972,1097.0,1174.1861894684016,77.18618946840161,0
2021-02-01,719,3044.908239912259,1655.9666999002657,1870.0,1739.9487220890933,0,0
2020-01-01,434,5837.0662563922615,1389.118313858712,1411.0,1743.9498146649312,332.9498146649312,0
,795,8443.501095516345,2079.0149780035667,2312.0,1882.0679325027309,0,0
,687,2677.6553914942083,1721.9558411972334,2216.0,2198.1944579796536,0,0
,908,2049.3210500698183,1367.3722382543226,1335.0,1106.0972447041963,0,32.37223825432261
,755,7445.601215278421,637.6742659990638,483.0,469.13939142499294,0,154.67426599906378
2018-01-01,551,4579.5436575288095,1108.5969243896714,2485.0,2082.233144255291,0,0
2020-11-01,203,4192.111800405151,1768.9278847389426,1564.0,1785.8104917649089,221.81049176490887,204.92788473894257
2019-12-01,640,889.1320761073027,1168.7337724447111,1444.0,2045.2180114305747,601.2180114305747,0
,975,8790.417627700732,2007.8511749464817,2137.0,2015.672254947184,0,0
2018-06-01,527,1921.593748257556,1328.5008238963103,1792.0,1589.4252066669105,0,0
2016-04-01,366,8710.932539320982,1905.7869189128608,1510.0,1471.3226047047247,0,395.78691891286076
2021-06-01,437,2996.833517244654,591.3738629177949,534.0,628.5598086803843,94.55980868038432,57.373862917794895
,975,10436.668699676711,532.3575085607762,1159.0,1220.480237990351,61.48023799035104,0
,652,1239.6918675144236,1376.6617578184455,1724.0,1509.8959519748046,0,0
,771,6955.416270453709,1526.5563526295714,1409.0,1339.83946450525,0,117.55635262957139
2019-11-01,424,4759.755842361045,522.8353140026029,651.0,621.3518102460218,0,0
,977,1634.0144911728453,1075.0569414152126,1138.0,1355.371343976783,217.371343976783,0
,788,13097.31365748756,364.3393335395953,266.0,376.4004994347682,110.40049943476822,98.33933353959532
2019-05-01,152,7798.455604463952,1148.5630525590966,1640.0,981.8019969462407,0,0
,766,1275.8349679144417,832.7308946807909,2257.0,1085.4785490432803,0,0
2018-11-01,642,7059.9291799650055,481.36996656541993,646.0,564.9846593095247,0,0
2020-09-01,231,1395.8285543667555,713.1636417469531,828.0,923.5448826824626,95.54488268246257,0
,915,7707.5140056233395,917.408667401921,1312.0,1312.6260031916954,0.6260031916954176,0
2023-02-01,346,1687.42833614738,1907.2318571727512,1875.0,1944.0144964532738,69.01449645327375,32.23185717275123
2020-08-01,460,4841.238492172728,1450.7501386322667,1245.0,1247.0603605293384,2.060360529338368,205.75013863226673
2021-12-01,257,7487.539935536948,914.202364302811,1810.0,1556.75296829637,0,0
2019-07-01,630,1877.4893736709128,1142.31851362589,1540.0,1546.5793359176048,6.579335917604794,0
,759,5679.082185989123,1106.0695784112247,795.0,1116.8438978789986,321.84389787899863,311.0695784112247
2012-06-01,221,2977.1539433305325,1564.6575556654905,913.0,928.8629177895446,15.862917789544554,651.6575556654905
2019-03-01,425,7646.422229221123,411.97491509358656,199.0,314.02165663809217,115.02165663809217,212.97491509358656
2022-05-01,617,2134.849384834774,1264.7599759162613,109.0,148.57949452609887,39.57949452609887,1155.7599759162613
2016-02-01,631,1008.9531300217768,1440.4967974034478,1343.0,1791.0078909149302,448.00789091493016,97.49679740344777
,874,3938.8033841435217,696.8941128954341,772.0,744.410539444108,0,0
,977,1696.5615592784768,1035.553661779542,1290.0,1350.2141568124491,60.21415681244912,0
2016-08-01,440,7039.993184716172,1118.3489078914906,908.0,941.9619721270254,33.96197212702543,210.34890789149063
,697,5742.4422377835,1260.0663038838345,2108.0,2020.1659443476879,0,0
2023-07-01,176,3392.833442921581,472.301826651676,181.0,328.91014433863563,147.91014433863563,291.301826651676
2016-09-01,130,6166.945308576037,968.4820960276652,1153.0,887.5652084891816,0,0
2019-08-01,147,7088.245328672477,725.6582110556891,1067.0,1061.3714636240327,0,0
,730,7295.293913520507,510.8649497632102,665.0,667.0627849755135,2.062784975513523,0
,789,5186.145149447339,1678.020434901779,1879.0,2177.9979881684485,298.9979881684485,0
2021-05-01,165,2059.936017022957,1899.867352361528,1234.0,1063.060367022879,0,665.867352361528
,874,4623.662675927995,621.0039543656595,522.0,526.722954928518,4.722954928517993,99.00395436565952
2022-10-01,492,2853.194675127684,592.0187662560053,764.0,604.2717693255463,0,0
2016-10-01,26,4096.490072343346,308.56149266232813,186.0,250.2756063280625,64.27560632806251,122.56149266232813
,812,4283.492305711819,729.0475146265411,1892.0,1779.557527990608,0,0
2023-11-01,64,7251.026722028422,933.6899368540804,671.0,935.8698562954725,264.86985629547246,262.68993685408043
2019-01-01,240,9521.694219879568,466.49560078562223,339.0,478.20719419737077,139.20719419737077,127.49560078562223
2020-03-01,20,4802.193455843907,521.0779877259565,1330.0,1492.082042315544,162.08204231554396,0
2013-03-01,359,5191.142303139235,1481.217901444328,1131.0,1235.9618524797763,104.96185247977633,350.21790144432794
2015-11-01,424,4274.555195331544,1558.5005578933258,972.0,815.1434222672217,0,586.5005578933258
2021-12-01,970,1986.0446698694163,1049.7974108416065,2184.0,2052.094260983021,0,0
2019-01-01,173,11709.78218381622,1044.54766436834,1248.0,1107.233233299849,0,0
2015-12-01,273,1565.098109964366,1061.3976312754626,336.0,426.20304370789336,90.20304370789336,725.3976312754626
,789,9462.29246679632,1268.8798517554587,1419.0,817.8778372939256,0,0
2014-07-01,241,5732.843954343044,603.7145391151813,634.0,678.6438368533161,44.64383685331609,0
2021-09-01,133,4185.774519117553,926.687109995636,632.0,769.2112816164537,137.21128161645368,294.687109995636
2016-11-01,1,3054.5583243435,604.7588195246342,1430.0,890.520789437163,0,0
2022-03-01,272,3469.2265460386825,1866.6022657132885,995.0,998.1079571422456,3.1079571422455956,871.6022657132885
2019-12-01,414,8346.567534518943,409.7201878214575,1127.0,1349.3093871344959,222.30938713449586,0
