fecha,prod_id,prediccion_precio_promedio,prediccion_demanda
2024-01-01,80,7181.163604005993,2224.9454814578103
2024-02-01,80,7242.3047977427395,2162.164518804264
2024-01-01,81,9383.996228889719,1197.2176042705266
2024-02-01,81,9167.466966462587,1221.4955906289433
2024-01-01,82,2950.553123709983,1749.5292276789773
2024-02-01,82,3137.9512647978045,1503.6731471897695
2024-01-01,83,6578.546232997017,1834.7685843386098
2024-02-01,83,6715.991263553279,1686.899059971758
2024-01-01,84,4414.291480121925,2256.099717368672
2024-02-01,84,4206.515997348479,1366.238633108646
2024-01-01,85,9177.193878448566,1034.8215000743107
2024-02-01,85,9045.506828948724,1237.8920277927436
2024-01-01,86,5916.7427012187445,1735.4751386814341
2024-02-01,86,5998.235191179253,1516.9229964735764
2024-01-01,87,2086.4542660777115,1190.8540575355878
2024-02-01,87,2069.437507921513,1488.7846594892249
2024-01-01,88,4649.349052379906,1789.570312426626
2024-02-01,88,4750.5084557868695,1220.6209799402552
2024-01-01,89,4880.537911265055,1756.777438099026
2024-02-01,89,5508.489067655102,1786.122134653982
2024-01-01,90,3339.4145395339133,1766.5187916316581
2024-02-01,90,3365.913635947487,1297.9888404016936
2024-01-01,91,6391.14189415966,1780.542721639936
2024-02-01,91,6193.844363350637,1716.2337035302917
2024-01-01,92,4128.740506570525,1921.274618547378
2024-02-01,92,4275.422028792063,1106.0670857149312
2024-01-01,93,2366.5727868271997,1845.2538596064483
2024-02-01,93,2425.303844881094,1269.729867460282
2024-01-01,94,3680.088476146777,1795.4211563440592
2024-02-01,94,3952.0298528920484,1082.3018021740215
2024-01-01,95,9205.817616883753,1725.2713473134038
2024-02-01,95,9279.681975796122,1344.051670005944
2024-01-01,96,5936.569737804287,1906.4162898360992
2024-02-01,96,6220.390126797836,1632.743568248035
2024-01-01,97,6257.926225476927,1759.4314291543565
2024-02-01,97,6432.359971780778,1818.19119323922
2024-01-01,98,5704.275550063731,1729.1417509357602
2024-02-01,98,5958.635091559885,1356.9396114185697
2024-01-01,99,8554.985691283973,1927.2863104075586
2024-02-01,99,8027.512281355226,1828.68652150348
2024-01-01,100,4860.597321561618,1743.5376418116412
2024-02-01,100,4597.913354567588,972.2818093348866
2024-01-01,101,2148.528962903421,1251.3027250192977
2024-02-01,101,2354.1099040705717,1608.365051925401
2024-01-01,102,5199.930161505341,1420.2634358788869
2024-02-01,102,4429.043617710418,1223.0839640635727
2024-01-01,103,8111.295250641513,1872.5879568770642
2024-02-01,103,7851.654556515195,1686.0747142651785
2024-01-01,104,7780.434674802536,1755.2393296465057
2024-02-01,104,7644.529030937365,1545.2724463827835
2024-01-01,105,4305.228442076573,1979.742845736013
2024-02-01,105,4527.847559566542,1080.3716268610542
2024-01-01,106,6779.606504154675,1842.0972187300335
2024-02-01,106,6706.6317791667025,1997.5265964060081
2024-01-01,107,1239.9513714132918,1622.3990349301014
2024-02-01,107,1516.2563546434849,1996.5414027566812
2024-01-01,108,4899.569321871747,1893.0960695773401
2024-02-01,108,4963.695717174276,1276.2341561451249
2024-01-01,109,4848.350344842896,1995.928169974957
2024-02-01,109,4964.29002709867,1133.5218189426064
2024-01-01,110,6047.1782911928385,1649.6225492400768
2024-02-01,110,5694.214913505293,1130.6567149624207
2024-01-01,111,3970.519049849582,2312.517133287277
2024-02-01,111,3362.376887186335,1363.1523632071826
2024-01-01,112,5270.704760628491,1610.3354392240553
2024-02-01,112,5215.584534518158,1528.91622120467
2024-01-01,113,8325.209790227584,2072.893910579529
2024-02-01,113,8260.491901308982,2264.5442343629056
2024-01-01,114,3880.0106364006824,2365.245099519118
2024-02-01,114,3767.028184725807,1489.7899591313956
2024-01-01,115,9953.654837314216,1611.9037066658411
2024-02-01,115,9114.679776410214,1353.7327055600458
2024-01-01,116,9963.562377946411,1589.3950476776445
2024-02-01,116,9080.97130361514,1525.7394743354112
2024-01-01,117,7713.248581267597,1540.5575910610037
2024-02-01,117,7532.567357402177,1495.0778352492125
2024-01-01,118,6694.834280514772,1741.3360355952877
2024-02-01,118,6622.325329021097,1777.8183596096537
2024-01-01,119,8015.938374303678,2408.2317122183285
2024-02-01,119,7901.748788350711,2215.897784678276
2024-01-01,120,7922.3076158390995,2426.1059398561183
2024-02-01,120,7889.992259845072,1924.2804644774683
2024-01-01,121,4977.265565030119,1945.2811740024085
2024-02-01,121,5428.294288726768,1748.9964188686267
2024-01-01,122,1196.590018919941,1647.591843962893
2024-02-01,122,1186.4179405945724,1966.2919365237722
2024-01-01,123,7267.850701141332,2067.8171473865664
2024-02-01,123,6526.164632535461,1915.1925557122468
2024-01-01,124,5232.321643210626,1661.072912164398
2024-02-01,124,5199.707293844095,1851.8084132733995
2024-01-01,125,7261.40898449331,2018.1050800812372
2024-02-01,125,9501.015231348798,1337.6780702745834
2024-01-01,126,5632.659673544369,2004.9758667544913
2024-02-01,126,5183.941282773017,1753.4700022762854
2024-01-01,127,9001.206134545544,1684.5064468233918
2024-02-01,127,8874.847292948714,1791.590964707389
2024-01-01,128,1553.452092279308,1701.5965407402896
2024-02-01,128,1528.4309078857236,1956.7818019088393
2024-01-01,129,1601.9214682364473,1758.0843276338478
2024-02-01,129,1591.1909268232012,1812.672098203704
2024-01-01,130,6835.483861577563,2324.761682928915
2024-02-01,130,6191.693423981627,1757.631942794871
2024-01-01,131,6731.367484367054,2207.2823667448756
2024-02-01,131,6066.1455652687555,1791.681441675184
2024-01-01,132,8197.643846845545,1937.1080879115634
2024-02-01,132,8146.077334994707,1968.6845496721376
2024-01-01,133,3789.000678692054,2077.910355793957
2024-02-01,133,3777.110924452051,1360.5989021160694
2024-01-01,134,6642.98785127186,2235.2699087829
2024-02-01,134,6431.7255860566875,1817.0049396614581
2024-01-01,135,2382.3842602431623,1901.8522294606455
2024-02-01,135,2438.908411678353,1731.7454770089817
2024-01-01,136,1227.985354019419,1480.702050366175
2024-02-01,136,1244.2011613654759,1629.3959204396074
2024-01-01,137,9024.205863225812,1591.0738980800695
2024-02-01,137,8446.540295588127,1625.5858347957812
2024-01-01,138,5504.876485650776,1933.7503871067133
2024-02-01,138,5589.312122357368,1810.5207569694587
2024-01-01,139,5680.05313869951,1861.921727673634
2024-02-01,139,5727.654823040858,1782.6538508884935
2024-01-01,140,3495.4406522377103,1799.784156791079
2024-02-01,140,3496.5364582231878,1488.5031755894172
2024-01-01,141,9137.878534333497,1371.7074631620535
2024-02-01,141,9497.128255004816,1332.0684982712723
2024-01-01,142,8739.743857589332,1811.7974875150157
2024-02-01,142,8746.379247079207,1563.7498538058767
2024-01-01,143,4653.866612711964,1708.9754401138205
2024-02-01,143,4282.697651385668,1425.5714179895463
2024-01-01,144,4666.675955400007,1723.6829738787742
2024-02-01,144,4247.252005011048,1400.6399868637188
2024-01-01,145,3316.87114176386,1677.5799322888377
2024-02-01,145,3152.9875594270325,1637.3277346163322
2024-01-01,146,1568.532343602371,1825.5901986055937
2024-02-01,146,1325.8365737320573,2088.264942108314
2024-01-01,147,5325.331012643579,1723.2607480290621
2024-02-01,147,5889.192650339804,1461.8828410647436
2024-01-01,148,5325.331012643579,1745.8799899778976
2024-02-01,148,5889.192650339804,1465.713032701413
2024-01-01,149,8432.787920359502,1648.5368256265333
2024-02-01,149,8204.945147540075,1605.0174041169735
2024-01-01,150,8909.289965541,1515.535682967381
2024-02-01,150,8798.133404688091,1510.790668656337
2024-01-01,151,8198.755345135714,1674.4635033981092
2024-02-01,151,8096.626690384338,1599.2771431601805
2024-01-01,152,7118.357649932825,1393.9446912468638
2024-02-01,152,7136.470053116702,1519.8685244251355
2024-01-01,153,6402.562249795579,1988.247680708774
2024-02-01,153,6451.020674697344,1587.887098214389
2024-01-01,154,9825.007736168653,1530.5649126178296
2024-02-01,154,8916.900536256304,1481.405760115694
2024-01-01,155,4429.755766169865,2204.3871037754243
2024-02-01,155,4398.971339156071,1397.3828160230867
2024-01-01,156,7999.603440789622,1421.711067363612
2024-02-01,156,7398.039529236032,1177.5539432696726
2024-01-01,157,7999.603440789622,1433.1513772915118
2024-02-01,157,7398.039529236032,1177.5539432696726
2024-01-01,158,7627.303682960119,1211.9050320426372
2024-02-01,158,7122.258614134776,1284.608302164405
2024-01-01,159,3398.6391551026554,1549.6555528226465
2024-02-01,159,3263.4874503911137,1702.0087135935798
2024-01-01,160,3870.47620685551,1775.7172833575173
2024-02-01,160,3743.778878832318,1367.38467470072
2024-01-01,161,2008.767269049426,1348.2940344959038
2024-02-01,161,2008.9733858464815,1924.019086570504
2024-01-01,162,5354.045762378493,1839.835294535149
2024-02-01,162,5041.357951589193,1462.1241129788643
2024-01-01,163,2411.2172042365623,1762.3870101023376
2024-02-01,163,2515.3876159439797,1733.2634794686587
2024-01-01,164,4233.297881216168,1921.3449895223303
2024-02-01,164,4409.6367298924915,1429.7534645009755
2024-01-01,165,1275.555845635677,1611.5417987946605
2024-02-01,165,1279.0193311916391,2049.832336788136
2024-01-01,166,1274.5380805912628,1555.134435872476
2024-02-01,166,1276.5908912683858,1960.7828944846772
2024-01-01,167,2964.5848652239274,1476.9623356973004
2024-02-01,167,2787.1187032188195,2070.0288065993423
2024-01-01,168,6844.2503384350985,1590.822573169527
2024-02-01,168,7253.475917732218,1336.9643075286424
2024-01-01,169,8420.323240625485,1663.8374861803675
2024-02-01,169,9504.797633522103,1378.1313278755226
2024-01-01,170,4474.884295959735,1990.6503468535616
2024-02-01,170,4619.259876578122,1774.4204468191178
2024-01-01,171,6917.136878279725,1452.3928124426545
2024-02-01,171,7143.841974234971,1456.936766825265
2024-01-01,172,6669.413904200157,1956.8220138945255
2024-02-01,172,6947.481500708695,1343.9109280560403
2024-01-01,173,8780.265920250715,1425.0285561827748
2024-02-01,173,8401.161125640716,1333.6970836915884
2024-01-01,174,6226.53261916466,1711.7802261154761
2024-02-01,174,6742.602833936606,1604.7560262100092
2024-01-01,175,6379.1203617977,1849.3856411357688
2024-02-01,175,6780.1812809491585,1626.3900745095175
2024-01-01,176,2735.505797471208,1734.8116409176023
2024-02-01,176,3033.1841879403332,1586.2484597976513
2024-01-01,177,4772.193237663665,1839.493492656811
2024-02-01,177,4753.958965155158,1704.6023866703795
2024-01-01,178,1383.435487816982,1582.1568902540178
2024-02-01,178,1436.8734517138705,1782.4829499493244
2024-01-01,179,3505.6618160984676,1386.9980707194659
2024-02-01,179,3524.6258209231255,1474.4088746061875
2024-01-01,180,1803.9909751515174,1192.2614770346265
2024-02-01,180,1792.3728021826369,1660.9321702144944
2024-01-01,181,7890.0683721819205,1412.723688562608
2024-02-01,181,8224.429548013963,1275.3394394635932
2024-01-01,182,7127.529618626833,1146.3896543623882
2024-02-01,182,6738.199976584212,1611.9338656551067
2024-01-01,183,7097.655077294563,1216.056919564801
2024-02-01,183,6681.743287894277,1796.1851840721083
2024-01-01,184,9364.086277865967,1283.3516776116917
2024-02-01,184,9503.643513143974,1193.9805394227378
2024-01-01,185,2674.673398794389,1645.5611386857086
2024-02-01,185,2718.8712220209527,2011.8320103140936
2024-01-01,186,5979.948115463045,1670.3819868508972
2024-02-01,186,5394.03471194779,1596.8141590368625
2024-01-01,187,6746.969835683775,1444.8731711192197
2024-02-01,187,6345.801723314291,1679.8519094801422
2024-01-01,188,6797.588140081674,1097.7934696598684
2024-02-01,188,6389.734935197557,1785.6697498150047
2024-01-01,189,3923.506376282001,1699.1838215990806
2024-02-01,189,3696.7060253615423,1953.6854790109546
2024-01-01,190,5855.759267608463,1671.0354316183075
2024-02-01,190,5467.3166564505555,1692.1065121182005
2024-01-01,191,4396.1555526092525,2088.9485458649897
2024-02-01,191,4152.165231410637,1911.5734770004337
2024-01-01,192,3031.055129133768,1739.134429378935
2024-02-01,192,2919.907475017726,2284.7809161597957
2024-01-01,193,7499.903291042938,1461.4002972365017
2024-02-01,193,7861.492596617295,1324.0964721088606
2024-01-01,194,3648.939085346198,1559.4069593517002
2024-02-01,194,3627.547188585939,1956.3796820519717
2024-01-01,195,3638.9157136422773,1601.2877424445214
2024-02-01,195,3632.683914263379,1953.30346514693
2024-01-01,196,3683.9203226014897,1602.9565398505242
2024-02-01,196,3474.8030917973983,1918.419567563615
2024-01-01,197,9353.08102334205,1377.5784130723289
2024-02-01,197,7931.537090560041,1271.9917916551656
2024-01-01,198,4138.605629881525,1947.0404483762072
2024-02-01,198,4073.616880606811,1908.0147162671506
2024-01-01,199,4398.317727995116,2163.5920442961465
2024-02-01,199,4148.695138027938,1905.17977127623
2024-01-01,200,7621.615527579361,1373.3561545752127
2024-02-01,200,7882.492538286711,1353.1094197819
2024-01-01,201,8614.551968055734,1443.6467055557714
2024-02-01,201,8526.040626234962,1467.8442679428144
2024-01-01,202,9120.19144281365,1280.2151427281199
2024-02-01,202,9094.438039338238,1219.877058205049
2024-01-01,203,3894.9478564590045,1868.4762813405853
2024-02-01,203,3865.166475476221,1950.0362413098753
2024-01-01,204,3813.4308262272043,2011.5103144285981
2024-02-01,204,3832.294456957651,2030.6110076298378
2024-01-01,205,6331.447942812652,1873.4826735585953
2024-02-01,205,6436.416172682112,1964.1707542787917
2024-01-01,206,4764.427921177995,1866.6868479775221
2024-02-01,206,5074.423719045788,1695.1827290232418
2024-01-01,207,4695.124450978513,1610.6169231238628
2024-02-01,207,4872.164318481902,1705.597633316128
2024-01-01,208,4694.61115418727,1593.2654513000007
2024-02-01,208,4871.651021690659,1705.597633316128
2024-01-01,209,2014.069047865452,1226.8035727396036
2024-02-01,209,1879.32509708612,1860.926481027886
2024-01-01,210,1937.0954775023833,1250.9508701445382
2024-02-01,210,1782.9311738083966,1744.080503618413
2024-01-01,211,2069.822058764572,1167.440628869438
2024-02-01,211,1938.9867004163439,1904.0035706948902
2024-01-01,212,3399.726892558496,1458.26376235293
2024-02-01,212,3403.8020612805994,2055.361484820075
2024-01-01,213,3412.4221617989733,1470.9707498299645
2024-02-01,213,3394.10748919469,2060.3075590595536
2024-01-01,214,5000.121611261893,1804.4990121128574
2024-02-01,214,5058.9596547626315,1728.4782531719277
2024-01-01,215,6738.317811194962,1736.349749370123
2024-02-01,215,6695.180984300571,2110.773601096511
2024-01-01,216,2759.6015803633436,1771.143169985642
2024-02-01,216,2759.721954540114,2399.837460206206
2024-01-01,217,3498.6814806055227,1557.315936095985
2024-02-01,217,3507.8807603002656,1906.8787276714984
2024-01-01,218,7615.885426192566,1434.5085318084418
2024-02-01,218,7440.226248232134,1543.2719000948641
2024-01-01,219,7532.6983578589625,1626.8022473628073
2024-02-01,219,7403.588663029038,1519.7881004537621
2024-01-01,220,4952.106313410535,1833.481800796632
2024-02-01,220,5536.219052251426,1702.6118933788816
2024-01-01,221,2112.4641628061486,1083.4578967625175
2024-02-01,221,2117.4372826948397,2068.9430829857974
2024-01-01,222,2091.7855401383636,1199.057302615699
2024-02-01,222,2127.753890732193,2037.8491650534652
2024-01-01,223,5124.009896056748,1608.133833007702
2024-02-01,223,5065.2746741531455,1735.7164105955549
2024-01-01,224,7566.320703246864,1538.5570447730845
2024-02-01,224,7477.122475206595,1541.4120957568489
2024-01-01,225,1640.3056323809528,1993.2339669339394
2024-02-01,225,1690.0173705864408,1970.5544070065741
2024-01-01,226,5586.031679669612,2011.1685125502618
2024-02-01,226,5774.408131923778,1663.7872211982585
2024-01-01,227,4894.948452413846,1777.3358157814118
2024-02-01,227,4962.349262438394,1682.5561655175811
2024-01-01,228,4894.524996107639,1780.0400718188503
2024-02-01,228,4941.9749926149325,1690.4477677086193
2024-01-01,229,1752.8131914482242,1809.8069942235174
2024-02-01,229,1781.4403537354533,1726.2464879663091
2024-01-01,230,1764.1472407260453,1798.1857303600273
2024-02-01,230,1733.020616130129,1929.9704604521526
2024-01-01,231,1879.2354215293608,1259.023426271167
2024-02-01,231,1851.692387767413,1684.7175597482474
2024-01-01,232,4134.032586861996,2028.3993484170624
2024-02-01,232,4020.752842391099,1964.9448350032635
2024-01-01,233,3629.4456706098317,1692.538790964334
2024-02-01,233,3810.743502039759,2048.927567110184
2024-01-01,234,8365.044455483541,1458.2134973708212
2024-02-01,234,8342.041481463428,1545.2020754078312
2024-01-01,235,8124.049691552248,1363.7655959889066
2024-02-01,235,8287.327438996424,1624.0376733468388
2024-01-01,236,7561.017412460231,1605.6205839022762
2024-02-01,236,7110.343661137103,1647.9436988376524
2024-01-01,237,7739.015627821176,1637.096515698633
2024-02-01,237,7270.298390248436,1577.7938898069979
2024-01-01,238,2405.7932340384878,1578.9700903883372
2024-02-01,238,2363.0202477656144,2040.131195241192
2024-01-01,239,8647.901966363548,1370.7825874912567
2024-02-01,239,8798.752284475224,1196.0011917035006
2024-01-01,240,5921.330496426846,1746.3524808097181
2024-02-01,240,6419.307633707266,1899.1781324124713
2024-01-01,241,5916.3746610231,1808.2889917638402
2024-02-01,241,6380.207812132181,1925.3159231089032
2024-01-01,242,6544.868739671517,2074.8341388889166
2024-02-01,242,6657.843979679725,1662.982981484522
2024-01-01,243,5166.87175783886,1645.6616686499246
2024-02-01,243,5756.328728757229,1746.875236623647
2024-01-01,244,2283.1364419701795,1554.0587652553531
2024-02-01,244,2256.683530769472,2129.7033933585794
2024-01-01,245,1861.2329685266654,1387.4404025620213
2024-02-01,245,1871.4053737919758,1973.0576031155788
2024-01-01,246,948.8982259128361,2091.1300460884995
2024-02-01,246,854.7734719718756,2348.3058005485473
2024-01-01,247,7028.978111520432,2082.574946133629
2024-02-01,247,7274.462465725383,1561.8096254964876
2024-01-01,248,4975.369666316615,2032.1893280680451
2024-02-01,248,4769.076958237664,1542.3771834133322
2024-01-01,249,3711.481498206411,1599.6792630170485
2024-02-01,249,3760.6114883831333,1845.7162974418475
2024-01-01,250,1310.243479939989,1513.8266735756915
2024-02-01,250,1275.5387225274812,2129.29122050529
2024-01-01,251,4964.315426765463,1946.6483815157605
2024-02-01,251,5921.194125454939,1644.1637721830912
2024-01-01,252,7540.739616993378,1874.4678672079222
2024-02-01,252,7825.468567724403,1612.6476284010473
2024-01-01,253,2837.356860555224,1471.543770626002
2024-02-01,253,2843.4591540376373,2066.0880320020337
2024-01-01,254,2330.575207764679,1535.2998739324526
2024-02-01,254,2284.7575730391745,2251.6261339610137
2024-01-01,255,2377.796127658308,1586.6807386437845
2024-02-01,255,2337.0562003633295,2111.788953735102
2024-01-01,256,2374.685502617191,1625.8874246884325
2024-02-01,256,2367.2793069599684,2307.4705290835827
2024-01-01,257,3925.390432409773,1954.6204076781723
2024-02-01,257,3866.415863347176,1751.057283135077
2024-01-01,258,6519.609172100787,2004.2218920228634
2024-02-01,258,6312.845427459219,1844.278718953543
2024-01-01,259,4193.128332294731,2195.7616328456015
2024-02-01,259,4097.788153977634,1826.1230074159453
2024-01-01,260,7266.653371451866,1678.3540130133092
2024-02-01,260,7504.186469613371,1736.1889014273752
2024-01-01,261,4415.25171691189,2284.9116051132783
2024-02-01,261,4475.489136098294,1797.3412786606048
2024-01-01,262,2137.6886142342096,1000.6915772226239
2024-02-01,262,1892.6452574179416,2003.126115412898
2024-01-01,263,7410.7606992402,1778.8236592518247
2024-02-01,263,7644.370999568027,1562.2217983497771
2024-01-01,264,9507.602305154023,1770.9923750393168
2024-02-01,264,9045.996000988202,1433.8450340446095
2024-01-01,265,5647.99853201518,2157.1681795826776
2024-02-01,265,6027.157091292456,2414.1428741142895
2024-01-01,266,1120.7260472906382,1674.815358272869
2024-02-01,266,1161.2203544937684,2368.582694331125
2024-01-01,267,10002.241854524927,1785.438530897306
2024-02-01,267,10027.150446844164,739.7962140865461
